Scenario,DateTime,patient_count,avg_total_wait,avg_total_service,avg_patient_final_time,max_patient_final_time
Staffing_1Doc,2024-01-01 19:00:00,542,979.2988929889299,16.243542435424356,995.5424354243543,1674
Staffing_1Doc,2024-01-01 20:00:00,542,930.9446494464945,16.525830258302584,947.4704797047971,1672
Staffing_1Doc,2024-01-01 21:00:00,552,969.6576086956521,16.29891304347826,985.9565217391304,1679
Staffing_1Doc,2024-01-01 22:00:00,542,1033.8431734317344,16.431734317343174,1050.2749077490776,1710
Staffing_1Doc,2024-01-01 23:00:00,551,1048.1016333938294,16.20689655172414,1064.3085299455536,1717
Staffing_1Doc,2024-01-02 00:00:00,516,1040.5639534883721,16.286821705426355,1056.8507751937984,1742
Staffing_1Doc,2024-01-02 01:00:00,160,1031.25625,15.9,1047.15625,1724
Staffing_3Doc,2024-01-01 08:00:00,657,2.7549467275494672,16.45205479452055,19.207001522070016,39
Staffing_3Doc,2024-01-01 09:00:00,703,6.324324324324325,16.359886201991465,22.68421052631579,67
Staffing_3Doc,2024-01-01 10:00:00,690,9.773913043478261,16.25072463768116,26.02463768115942,97
Staffing_3Doc,2024-01-01 11:00:00,687,10.809315866084425,16.31877729257642,27.128093158660842,85
Staffing_3Doc,2024-01-01 12:00:00,555,8.010810810810812,16.677477477477478,24.688288288288287,71
Staffing_3Doc,2024-01-01 13:00:00,543,3.29097605893186,16.248618784530386,19.539594843462247,47
Staffing_3Doc,2024-01-01 14:00:00,543,1.302025782688766,16.265193370165747,17.567219152854513,34
Staffing_3Doc,2024-01-01 15:00:00,543,0.8876611418047882,16.471454880294658,17.359116022099446,33
Staffing_3Doc,2024-01-01 16:00:00,539,0.8608534322820037,16.38404452690167,17.244897959183675,29
Staffing_3Doc,2024-01-01 17:00:00,540,1.2185185185185186,16.703703703703702,17.92222222222222,33
Staffing_3Doc,2024-01-01 18:00:00,541,1.1497227356746764,16.508317929759706,17.65804066543438,31
Staffing_3Doc,2024-01-01 19:00:00,549,1.1001821493624773,16.151183970856103,17.25136612021858,29
Staffing_3Doc,2024-01-01 20:00:00,550,0.8363636363636363,16.063636363636363,16.9,32
Staffing_3Doc,2024-01-01 21:00:00,544,0.9522058823529411,16.270220588235293,17.222426470588236,28
Staffing_3Doc,2024-01-01 22:00:00,533,0.9230769230769231,16.474671669793622,17.397748592870546,28
Staffing_3Doc,2024-01-01 23:00:00,551,1.1088929219600725,16.26497277676951,17.37386569872958,32
Staffing_3Doc,2024-01-02 00:00:00,529,0.9319470699432892,16.251417769376182,17.18336483931947,29
Staffing_3Doc,2024-01-02 01:00:00,200,0.765,15.825,16.59,28
Staffing_3Doc,2024-01-02 02:00:00,3,0.3333333333333333,14.666666666666666,15.0,16
Staffing_4Doc,2024-01-01 08:00:00,669,1.2825112107623318,16.394618834080717,17.67713004484305,30
Staffing_4Doc,2024-01-01 09:00:00,699,1.1802575107296138,16.23175965665236,17.412017167381975,29
Staffing_4Doc,2024-01-01 10:00:00,692,1.1690751445086704,16.420520231213874,17.589595375722542,29
Staffing_4Doc,2024-01-01 11:00:00,695,1.320863309352518,16.253237410071943,17.57410071942446,27
Staffing_4Doc,2024-01-01 12:00:00,555,0.6342342342342342,16.216216216216218,16.85045045045045,29
Staffing_4Doc,2024-01-01 13:00:00,546,0.6648351648351648,16.126373626373628,16.791208791208792,27
Staffing_4Doc,2024-01-01 14:00:00,544,0.6102941176470589,16.452205882352942,17.0625,28
Staffing_4Doc,2024-01-01 15:00:00,546,0.6025641025641025,16.463369963369964,17.065934065934066,25
Staffing_4Doc,2024-01-01 16:00:00,546,0.6190476190476191,16.293040293040292,16.912087912087912,28
Staffing_4Doc,2024-01-01 17:00:00,537,0.590316573556797,16.508379888268156,17.098696461824954,25
Staffing_4Doc,2024-01-01 18:00:00,544,0.5790441176470589,16.53125,17.110294117647058,27
Staffing_4Doc,2024-01-01 19:00:00,550,0.6272727272727273,16.561818181818182,17.189090909090908,29
Staffing_4Doc,2024-01-01 20:00:00,541,0.5175600739371534,16.31423290203327,16.831792975970426,28
Staffing_4Doc,2024-01-01 21:00:00,546,0.6666666666666666,16.463369963369964,17.13003663003663,31
Staffing_4Doc,2024-01-01 22:00:00,558,0.6397849462365591,16.496415770609318,17.136200716845877,26
Staffing_4Doc,2024-01-01 23:00:00,547,0.5484460694698354,16.117001828153565,16.6654478976234,31
Staffing_4Doc,2024-01-02 00:00:00,516,0.5968992248062015,16.310077519379846,16.906976744186046,26
Staffing_4Doc,2024-01-02 01:00:00,168,0.5595238095238095,16.226190476190474,16.785714285714285,26
Staffing_4Doc,2024-01-02 02:00:00,1,0.0,13.0,13.0,13
